default_strategy,default_display_name,recommended_strategy,recommended_display_name,recommended_reason
Shared_252d_MinVar_VolTarget_Sleeve,Shared 252d + MinVar + VolTarget + Sleeve,Shared_252d_MinVar_VolTarget_Sleeve,Shared 252d + MinVar + VolTarget + Sleeve,"Best overall balance of CAGR, Sharpe, and drawdown after all refinements."
