,Shared_180d,Shared_180d_VolTarget_Sleeve,Shared_252d,Shared_252d_VolTarget_Sleeve,Shared_252d_MinVar_VolTarget_Sleeve,Best_Static_ETF_Level,Best_Static_ETF_Level_VolTarget_Sleeve,SPY_BuyHold,Portfolio_60_40,DBMF,KMLM,RPAR
2006-01-31,,0.0461164197816148,,0.0461164197816148,0.0461164197816148,,0.0461164197816148,,,,,
2006-02-28,,-0.0247986005229411,,-0.0247986005229411,-0.024805649942371,,-0.0247986005229411,,,,,
2006-03-31,,0.0290977750581697,,0.0290977750581697,0.0362047224959101,,0.0290977750581697,,,,,
2006-04-28,,0.0952020598946623,,0.0952020598946623,0.1203097770627827,,0.0952020598946623,,,,,
2006-05-31,,-0.0630298624247873,,-0.0630298624247873,-0.0132123679419599,,-0.0630298624247873,,,,,
2006-06-30,,-0.0170154849961836,,-0.0227865299306622,-0.0467072031434576,,-0.0227865299306622,,,,,
2006-07-31,,0.02763273648501,,0.02763273648501,0.0313155689398783,,0.02763273648501,,,,,
2006-08-31,,-0.0012097435032194,,-0.0012097435032194,-0.0130389542224021,,-0.0012097435032194,,,,,
2006-09-29,,-0.0180246128691354,,-0.0294604335495887,-0.0408284267256567,,-0.0294604335495887,,,,,
2006-10-31,,0.0279708210719535,,0.0279708210719535,0.0374909536491665,,0.0198587266265962,,,,,
2006-11-30,,0.0432078483996009,,0.0642209416816637,0.0643683186477362,,0.0451882057191985,,,,,
2006-12-29,,0.0072373448655458,,0.0081208060931126,0.0048246707693965,,0.0137054813864402,,,,,
2007-01-31,,0.0097683936518371,,0.0098476480214881,0.0058246850664351,,0.0107287466761979,,,,,
2007-02-28,,-0.0105429125426104,,-0.0008141857664878,0.0079307987639416,,-0.0053883149776696,,,,,
2007-03-30,,0.0248124881535647,,0.0068201386181332,0.015796138598864,,0.0166802730735167,,,,,
2007-04-30,,0.0351190377164456,,0.0336871751031504,0.0168823804344854,,0.0260135806054698,,,,,
2007-05-31,,0.0384335629584546,,0.0338443460625531,0.0193654025599868,,0.0393667333383398,,,,,
2007-06-29,,0.012238137244023,,0.012238137244023,0.016787153007357,,0.017084694138162,,,,,
2007-07-31,,-0.0110995228085708,,-0.0110995228085708,-0.0078818945913135,,0.0017821275955111,,,,,
2007-08-31,,-1.247100408188323e-05,,0.0220337396991916,0.0204109668971289,,0.0220337396991916,,,,,
2007-09-28,,0.074509834344686,,0.074509834344686,0.0841180699048926,,0.074509834344686,,,,,
2007-10-31,,0.0787940886636359,,0.0829668023672614,0.0876067050580476,,0.0871729359243388,,,,,
2007-11-30,,-0.044858440474356,,-0.0274402398138149,-0.0326771463225673,,-0.04699584543841,,,,,
2007-12-31,,0.0070528499923108,,0.0383421350727597,0.0477365737576738,,0.0376632757436479,,,,,
2008-01-31,,0.0512685554891169,,0.0468667587953139,0.0682954363756743,,0.0502818435359011,,,,,
2008-02-29,,0.0260187387095634,,0.0245259973485353,0.0194218058747617,,0.0256696049487822,,,,,
2008-03-31,,-0.0141380875714089,,-0.0123163207072998,0.0005576821728479,,-0.0138394224328997,,,,,
2008-04-30,,-0.0320575025485604,,-0.0302748524985702,-0.0276566600429162,,-0.0305883896090692,,,,,
2008-05-30,,0.0109725787692815,,0.0129636218297537,0.0124346398888868,,-0.0062236000903164,,,,,
2008-06-30,,-0.000678722392634,,-0.0038497218451559,0.0042052489808669,,0.0027288853021999,,,,,
2008-07-31,,0.0001927546565688,,-0.0061184601544928,-0.0048424235451295,,0.0001026377841651,,,,,
2008-08-29,,-0.0214177546120682,,-0.019814290512828,-0.0067719761240008,,-0.0001671559988272,,,,,
2008-09-30,,0.0087352075967697,,0.0077647443928869,0.0101746341835943,,-0.0075575170631766,,,,,
2008-10-31,,-0.0123503179511847,,-0.0123503179511847,-0.0188715649184656,,-0.0180703190986248,,,,,
2008-11-28,,0.1022228487977957,,0.102209690654002,0.1082215322139771,,0.1022059731027059,,,,,
2008-12-31,,0.0765420516289975,,0.0765005049653048,0.0840950171684236,,0.0764324694007864,,,,,
2009-01-30,,-0.0399206559498882,,-0.0399214224259546,-0.0223022988202672,,-0.0397637590144626,,,,,
2009-02-27,,-0.0046985147635694,,-0.0047051941659774,-0.0034446329151182,,-0.0046806762325182,,,,,
2009-03-31,,0.0231578543812148,,0.0231526053958565,0.022510399255568,,0.0121478214996421,,,,,
2009-04-30,,-0.037120464773665,,-0.0370988516635307,-0.0285289345361021,,-0.0371801328685438,,,,,
2009-05-29,,0.0273768351367525,,0.0274199407467248,0.003594266554104,,0.0272586802369197,,,,,
2009-06-30,,-0.0369608974743371,,-0.0231804684786134,-0.0212277839758693,,-0.0345546458728346,,,,,
2009-07-31,,0.0562428409935589,,0.0359639669124337,0.0372473736617961,,0.0366898568878471,,,,,
2009-08-31,,0.0039072728421788,,0.0055103756828053,0.0066854500144087,,0.0227120182050599,,,,,
2009-09-30,,0.054466359495327,,0.0554211891593749,0.0521560869972631,,0.0400500160371258,,,,,
2009-10-30,,-0.0063461846783667,,0.0145896372122421,0.0056986750730848,,-0.0125678118373041,,,,,
2009-11-30,,0.0647680597561594,,0.0941149145730258,0.097762295296734,,0.071262319955821,,,,,
2009-12-31,,-0.0145049837720578,,0.0017564636114141,0.0111729652434223,,0.0074521681248481,,,,,
2010-01-29,,-0.0339368157822305,,-0.0379994029263723,-0.03559208240178,,-0.0421525873177577,,,,,
2010-02-26,,0.0275279270366228,,0.0276522016787141,0.0343863427080192,,0.0283812437965397,,,,,
2010-03-31,,0.0399370030569894,,0.0406660238057364,0.0394274479362469,,0.0426647585857596,,,,,
2010-04-30,,0.0383604792953634,,0.0340688440810846,0.0483694144551751,,0.0220497733532643,,,,,
2010-05-31,,0.0012761319202643,,-0.0268049650034072,0.0123571054346773,,-0.028636386187697,,,,,
2010-06-30,,0.0033401686793617,,-0.0167670678772775,-0.0228766775819482,,-0.020212727257609,,,,,
2010-07-30,,-0.026664854624459,,-0.0250582833957643,-0.0255739533327747,,-0.0254787014540579,,,,,
2010-08-31,,0.0373882949799948,,0.0364377000582298,0.0341790528790077,,0.0010162679213307,,,,,
2010-09-30,,0.0020889529191485,,0.0182776753106857,0.0173127936109069,,0.0073871458341854,,,,,
2010-10-29,,0.0102536268247763,,0.0316081875513804,0.0331898214063428,,0.013569026017346,,,,,
2010-11-30,,0.0020423289432832,,0.0088157309756728,0.0099206158947291,,-0.0058383549496446,,,,,
2010-12-31,,-0.005862579136652,,0.0304878090908246,0.0362546499199552,,0.0322792558964415,,,,,
2011-01-31,,-0.048059701076912,,-0.031548662641279,-0.0445660494330712,,-0.004640896074676,,,,,
2011-02-28,,0.0324555309611143,,0.0365137438268171,0.0380182197087384,,0.0368177865033089,,,,,
2011-03-31,,-0.013592013774481,,0.0080571695512459,0.009382677450736,,0.008131402089425,,,,,
2011-04-29,,0.0276413094253073,,0.0595996633984438,0.0661623854543405,,0.0362879077397805,,,,,
2011-05-31,,-0.0148646417852914,,-0.0116611227318852,-0.0103248360088618,,-0.0148507302527316,,,,,
2011-06-30,,-0.0219559494967897,,-0.0179379109880634,-0.017222427603987,,-0.0157193001632191,,,,,
2011-07-29,,-0.0062769124696978,,-0.0001251071125259,0.0307962006525742,,0.0047915403897982,,,,,
2011-08-31,,0.0399493045967534,,0.0535977986514476,0.0460865060650462,,0.0489292788173136,,,,,
2011-09-30,,0.0052801174709602,,-0.0236491656302647,0.0087338888179904,,0.0052801174709602,,,,,
2011-10-31,,0.0095530372325685,,0.0114346283871182,0.0053131363391887,,0.0095530372325685,,,,,
2011-11-30,,0.0183032600398397,,0.0173025830664447,0.0172123753616131,,0.0183032600398397,,,,,
2011-12-30,,-0.035575117737588,,-0.0364722205079286,-0.0237764865361874,,-0.035575117737588,,,,,
2012-01-31,,0.0053915329079586,,0.0084757537171082,0.0086192794349544,,0.0053915329079586,,,,,
2012-02-29,,-0.0276264361742019,,-0.0273199291968998,-0.0271159435270786,,-0.0150822986901459,,,,,
2012-03-30,,0.0083501329465877,,-0.0285798753697177,-0.031897569397397,,-0.006131176199168,,,,,
2012-04-30,,0.0124273001968185,,0.0124273001968185,0.0183239813750666,,-0.010232449073113,,,,,
2012-05-31,,-0.0647493970507789,,0.0466526840085154,0.0286954271452122,,-0.0022836868432273,,,,,
2012-06-29,,0.0087658443375142,,-0.0077588773945942,-0.0041432671672807,,-0.0077588773945942,,,,,
2012-07-31,,-7.59841489505076e-06,,0.0207684689818494,0.0140115727603649,,0.0131146442676422,,,,,
2012-08-31,,0.0149334535550392,,0.0149334535550392,0.0193316207299973,,0.0106741236363926,,,,,
2012-09-28,,0.0177993823032429,,-0.0101903973379103,-0.0082217244803967,,-0.0101903973379103,,,,,
2012-10-31,,-0.033965365540804,,-0.0373776887077489,-0.0372425332656458,,-0.032337083508765,,,,,
2012-11-30,,0.008065881172734,,0.008065881172734,0.009014185445329,,0.0038202778100407,,,,,
2012-12-31,,-0.0137038149597367,,0.0027489155632308,0.0021323931291337,,0.0301631235363166,,,,,
2013-01-31,,0.0480124086171723,,0.0172425821266075,0.0171768764543165,,0.0108109847052405,,,,,
2013-02-28,,-0.0025986020124176,,-0.0005233904074876,-6.353892428590056e-05,,0.0068377380354159,,,,,
2013-03-29,,0.0286504090711318,,0.0419769430941107,0.0422810804653641,,0.0419769430941107,,,,,
2013-04-30,,0.020754516671664,,0.0087727142625274,0.0078587302156764,,0.0087727142625274,,,,,
2013-05-31,,0.0034571501947967,,0.0034571501947967,0.0045646587704094,,0.0303672045437419,,,,,
2013-06-28,,-0.0112349374484269,,-0.0182406447967652,-0.0174798442133451,,-0.0171863517374563,,,,,
2013-07-31,,0.0611021428089994,,0.0611021428089994,0.0404972385656175,,0.0676362950122647,,,,,
2013-08-30,,-0.0297909843894392,,-0.0307477510630172,-0.0308170272088704,,-0.0164771321440901,,,,,
2013-09-30,,0.0413986856749425,,0.0439601793802886,0.0482684453658498,,0.0523760073354612,,,,,
2013-10-31,,0.0380033428682513,,0.0282796318911074,0.0284013753997823,,0.0380033428682513,,,,,
2013-11-29,,0.0364287908007468,,0.0373613095923617,0.0375379894475808,,0.0373613095923617,,,,,
