,Shared_180d_MinVar_VolTarget_Sleeve,Shared_252d_MinVar_VolTarget_Sleeve,Best_Static_ETF_Level_InverseVol_VolTarget_Sleeve
2006-01-31,0.04611641978161485,0.04611641978161485,0.04611641978161485
2006-02-28,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105
2006-03-31,0.0362047224959101,0.0362047224959101,0.03068991043975873
2006-04-28,0.1203097770627827,0.1203097770627827,0.09957016984010997
2006-05-31,-0.013212367941959912,-0.013212367941959912,-0.05655684833736245
2006-06-30,-0.000611175868189,-0.0467072031434576,-0.027703577805259078
2006-07-31,0.03131556893987839,0.03131556893987839,0.027996684997999413
2006-08-31,-0.0130389542224021,-0.0130389542224021,-0.0008953109549880338
2006-09-29,0.0022191749625672,-0.040828426725656744,-0.029020189139204476
2006-10-31,0.0374909536491665,0.0374909536491665,0.025024066661331654
2006-11-30,0.0307293584124261,0.06436831864773625,0.04406125781026214
2006-12-29,0.020024359487293423,0.004824670769396574,0.011112224212537129
2007-01-31,0.004628586240696959,0.00582468506643514,0.01177656168018555
2007-02-28,-0.009437752042851478,0.007930798763941626,-0.004673986584884939
2007-03-30,0.020727840940583855,0.01579613859886401,0.01687702862244361
2007-04-30,0.017329100021146095,0.016882380434485447,0.027641690340533282
2007-05-31,0.041097449517440154,0.019365402559986866,0.038804665060378246
2007-06-29,0.016787153007357048,0.016787153007357048,0.020761491943438303
2007-07-31,-0.0078818945913135,-0.0078818945913135,0.0028748236912854584
2007-08-31,0.0089015507756214,0.0204109668971289,0.02147913841090775
2007-09-28,0.08411806990489265,0.08411806990489265,0.0802446703187906
2007-10-31,0.0863243135697723,0.08760670505804762,0.08817963578797586
2007-11-30,-0.042864300286868814,-0.03267714632256733,-0.04584231190294937
2007-12-31,0.011231142991678881,0.047736573757673886,0.03326264866883971
2008-01-31,0.06866072429551227,0.06829543637567434,0.039975750163023245
2008-02-29,0.020983714688060793,0.019421805874761718,0.0253559421706333
2008-03-31,-0.0021585262330023978,0.000557682172847981,-0.010565746532281468
2008-04-30,-0.02952377211313209,-0.027656660042916295,-0.02973483737165572
2008-05-30,0.011014979360800427,0.012434639888886892,-0.006109048657463869
2008-06-30,0.005994976007368334,0.004205248980866933,0.002082839600066423
2008-07-31,0.002204701453511424,-0.0048424235451295875,-0.0002287254999257405
2008-08-29,-0.008846908129732933,-0.006771976124000819,0.00012168665594459657
2008-09-30,0.01072497764695425,0.01017463418359439,-0.011352160785158077
2008-10-31,-0.021559052224697874,-0.018871564918465672,-0.0133329746002446
2008-11-28,0.10844125229204979,0.1082215322139771,0.10522613106195061
2008-12-31,0.08424230769203167,0.08409501716842367,0.07725274034277063
2009-01-30,-0.022406651206705354,-0.022302298820267227,-0.038837823072554366
2009-02-27,-0.003462776895751834,-0.0034446329151182364,-0.004504432401900371
2009-03-31,0.022572689866251792,0.022510399255568015,0.011378524212506333
2009-04-30,-0.02851514059458903,-0.028528934536102165,-0.03637868260969074
2009-05-29,0.0033900764245408735,0.0035942665541040288,0.026260819656118827
2009-06-30,-0.03946525386342961,-0.021227783975869344,-0.0329523093013229
2009-07-31,0.05285224508802869,0.037247373661796104,0.03867318632459427
2009-08-31,0.009805449647254355,0.0066854500144087675,0.02207070379878707
2009-09-30,0.046235924054246424,0.05215608699726313,0.04013275192465819
2009-10-30,-0.007112094334206625,0.005698675073084876,-0.01251300315888762
2009-11-30,0.053309896862925005,0.09776229529673403,0.07139676865007726
2009-12-31,-0.012399942085584356,0.011172965243422317,0.007321383061742435
2010-01-29,-0.032644906322199525,-0.035592082401780044,-0.042154380810229874
2010-02-26,0.036449247306804856,0.03438634270801923,0.02857185390806012
2010-03-31,0.04484979285088428,0.0394274479362469,0.0425650984115267
2010-04-30,0.038866134353724484,0.04836941445517515,0.02218198673192675
2010-05-31,-0.002139038403779634,0.01235710543467734,-0.028499764170377508
2010-06-30,-0.0076429665903760165,-0.02287667758194823,-0.02012307138379122
2010-07-30,-0.027261613959027736,-0.025573953332774797,-0.023841833225972872
2010-08-31,0.02403819493572351,0.03417905287900774,0.0012127673081111234
2010-09-30,-0.0026151375446914838,0.017312793610906912,0.0069134368490819335
2010-10-29,0.0015882403540494888,0.03318982140634284,0.0068399142697417835
2010-11-30,0.002926513512474724,0.009920615894729187,-0.006459091075676929
2010-12-31,-0.006014923520228319,0.036254649919955265,0.03341939672258611
2011-01-31,-0.0518867969284889,-0.04456604943307121,-0.0053912096810628096
2011-02-28,0.03254842925593574,0.03801821970873844,0.03719073541223712
2011-03-31,-0.0141830612676927,0.009382677450736038,0.008849757442211207
2011-04-29,0.027553178656776048,0.06616238545434054,0.03628970713546776
2011-05-31,-0.01506453312692645,-0.01032483600886181,0.006698050966605158
2011-06-30,-0.0221499278791384,-0.017222427603987095,-0.014924626813986874
2011-07-29,0.02403923305293671,0.030796200652574234,0.004055614087848686
2011-08-31,0.01691782591311515,0.04608650606504623,0.037376003488201553
2011-09-30,0.010718944567917457,0.008733888817990415,0.025170007031237354
2011-10-31,0.0011670057859764285,0.0053131363391887565,0.005349092227984378
2011-11-30,0.018615366502341427,0.017212375361613165,0.018461942734420513
2011-12-30,-0.020413545650327897,-0.023776486536187483,-0.027508456204002992
2012-01-31,0.0086192794349544,0.0086192794349544,0.005497428266554075
2012-02-29,-0.02711594352707869,-0.02711594352707869,-0.014989920747252326
2012-03-30,0.004085404970260751,-0.031897569397397095,-0.007412098228546488
2012-04-30,0.0183239813750666,0.0183239813750666,-0.010601014448318345
2012-05-31,-0.0652285200076464,0.0286954271452122,0.001049688930543819
2012-06-29,0.00971592566238275,-0.0041432671672807,-0.0074331565493771625
2012-07-31,0.0118296691996442,0.014011572760364903,0.012950253515583366
2012-08-31,0.01933162072999735,0.01933162072999735,0.012283212052598946
2012-09-28,0.0015862801377264052,-0.00822172448039675,-0.008289588066244056
2012-10-31,-0.0354953559670483,-0.03724253326564585,-0.033037610062891465
2012-11-30,0.009014185445329033,0.009014185445329033,0.00809087159301025
2012-12-31,-0.01714014144679385,0.0021323931291337495,0.028193169402244617
2013-01-31,0.047233763518706576,0.01717687645431655,0.013353611784660956
2013-02-28,-0.0015873481266804853,-6.353892428590056e-05,0.0069286941964746725
2013-03-29,0.028664505670057218,0.0422810804653641,0.041836822104653976
2013-04-30,0.02027385244300894,0.007858730215676499,0.009137450260955467
