,EEM,EFA,GLD,IEF,IWM,QQQ,SPY,TLT
2006-01-31,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2006-02-28,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.4000000000000001,0.0,0.6,0.0,0.0,0.0,0.0,0.0
2006-09-29,0.39999999999999997,0.0,0.6,0.0,0.0,0.0,0.0,0.0
2006-10-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2006-12-29,0.3023695709312616,0.0,0.5,0.1976304290687384,0.0,0.0,0.0,0.0
2007-01-31,1.2605410338716622e-17,0.2221451815319509,0.19722815304375269,0.5806266654242964,0.0,0.0,0.0,0.0
2007-02-28,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0
2007-04-30,2.6379449492537406e-17,0.3407365761526205,0.059263423847379516,0.6000000000000001,0.0,0.0,0.0,0.0
2007-05-31,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0
2007-06-29,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
2007-09-28,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2007-10-31,0.4361271910307693,0.0,0.0638728089692307,0.0638728089692307,0.0,0.4361271910307693,0.0,0.0
2007-11-30,0.3816802506560958,0.0,0.5,0.11831974934390421,0.0,0.0,0.0,0.0
2007-12-31,0.1987092479504346,0.0,0.6,0.20129075204956542,0.0,0.0,0.0,0.0
2008-01-31,0.20648547836127976,0.0,0.6,0.19351452163872024,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.39999999999999997,0.6,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
2008-04-30,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
2008-05-30,0.33809231981353804,0.0,0.5,0.16190768018646196,0.0,0.0,0.0,0.0
2008-06-30,0.2555802921589381,0.0,0.5744819773685381,0.1699377304725237,0.0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.2790802411291793,0.16880344621122495,0.0,0.0,0.0,0.5521163126595957
2008-08-29,0.0,0.0,0.4000000000000001,0.6,0.0,0.0,0.0,0.0
2008-09-30,0.0,0.0,0.13263177974446866,0.5,0.0,0.0,0.0,0.36736822025553134
2008-10-31,0.0,0.0,0.0367930129872861,0.5,0.0,0.0,0.0,0.4632069870127139
2008-11-28,0.0,0.0,0.12753163189624617,0.5,0.0,0.0,0.0,0.37246836810375383
2008-12-31,0.0,0.0,0.1680424156551481,0.5,0.0,0.0,0.0,0.3319575843448519
2009-01-30,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.39999999999999997,0.6,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.39999999999999974,0.6,0.0,0.0,0.0,3.113920984151059e-16
2009-04-30,0.0,0.0,0.39999999999999997,0.6,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.5387483429376612,0.1918718504826724,0.0,0.2693798065796664,0.0,0.0
2009-07-31,0.0,0.0,0.5283119158370176,0.19889540367812253,0.0,0.2727926804848599,0.0,0.0
2009-08-31,0.0,0.0,0.2900942382651315,0.6000000000000001,0.0,0.10990576173486855,0.0,0.0
2009-09-30,0.1156199582046228,0.0,0.6000000000000001,0.28438004179537724,0.0,0.0,0.0,0.0
2009-10-30,0.04803454099564934,0.0,0.3519654590043507,0.6,0.0,0.0,0.0,0.0
2009-11-30,0.16347412050548327,0.0,0.6,0.2365258794945167,0.0,0.0,0.0,0.0
2009-12-31,1.5985049170544042e-16,0.0,0.1999999999999999,0.1999999999999999,0.0,0.6,0.0,0.0
2010-01-29,4.064244369155663e-17,0.0,0.20714032917644676,0.20714032917644676,0.0,0.5857193416471065,0.0,0.0
2010-02-26,0.0,0.0,0.20804124012717895,0.20804124012717895,0.0,0.5839175197456421,0.0,0.0
2010-03-31,4.617337880674454e-17,0.0,0.22273811788201137,0.22273811788201137,0.0,0.5545237642359773,0.0,0.0
2010-04-30,0.005254536828887997,0.0,0.2122234755009212,0.2122234755009212,0.5702985121692696,0.0,0.0,0.0
2010-05-31,4.4701081299114995e-18,0.0,0.22129693102136547,0.6,0.1787030689786346,0.0,0.0,0.0
2010-06-30,0.0,0.0,0.23908099253834147,0.23908099253834147,0.2609190074616585,0.2609190074616585,0.0,0.0
2010-07-30,0.0,0.0,0.5,0.24749163198891533,0.0,0.0,0.0,0.25250836801108467
2010-08-31,0.19099399427140112,0.0,0.5621356514761929,0.24687035425240603,0.0,0.0,0.0,0.0
2010-09-30,0.0,0.0,0.5,0.23980823697671821,0.0,0.0,0.0,0.2601917630232818
2010-10-29,0.0,0.0,0.5620394331444767,0.24055815611993725,0.0,0.19740241073558612,0.0,0.0
2010-11-30,0.0,0.0,0.5717677344444478,0.1946164316890373,0.0,0.2336158338665149,0.0,0.0
2010-12-31,0.0,0.0,0.2009322484154844,0.2009322484154844,0.2990677515845156,0.2990677515845156,0.0,0.0
2011-01-31,0.0,0.0,0.6,0.24547065601221466,0.1545293439877854,0.0,0.0,0.0
2011-02-28,0.0,0.0,0.18866385057300916,0.18866385057300916,0.31133614942699084,0.31133614942699084,0.0,0.0
2011-03-31,0.0,0.0,0.15700865962881044,0.15700865962881044,0.34299134037118956,0.34299134037118956,0.0,0.0
2011-04-29,0.0,0.0,0.6,0.1974157117071852,0.20258428829281488,0.0,0.0,0.0
2011-05-31,0.0,0.0,0.6,0.18682689719069445,0.21317310280930554,0.0,0.0,0.0
2011-06-30,0.0,0.3740994145367026,0.1259005854632974,0.1259005854632974,0.3740994145367026,0.0,0.0,0.0
2011-07-29,0.0,0.0,0.1521901595679161,0.6,0.11106391111232315,0.13674592931976082,0.0,0.0
2011-08-31,0.0,0.0,0.5,0.10345765117315864,0.0,0.39654234882684136,0.0,0.0
2011-09-30,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
2011-10-31,0.0,0.0,0.42454287870763546,0.09528649771821929,0.0,0.0,0.0,0.48017062357414525
2011-11-30,0.0,0.0,0.41612091073117297,0.09505636494405278,0.0,0.0,0.0,0.48882272432477425
2011-12-30,0.0,0.0,0.40516477780907256,0.07323456127444239,0.0,0.0,0.0,0.521600660916485
2012-01-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-02-29,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6
2012-03-30,0.0,0.0,0.3614500162154108,0.038549983784589216,0.0,0.0,0.0,0.6
2012-04-30,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2012-05-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-06-29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-07-31,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4
2012-08-31,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2012-09-28,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2012-10-31,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2012-11-30,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
2012-12-31,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2013-01-31,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
2013-03-29,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2013-04-30,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2013-05-31,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2013-06-28,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2013-07-31,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
2013-08-30,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2013-09-30,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2013-10-31,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2013-11-29,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2013-12-31,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2014-01-31,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2014-02-28,0.0,0.0,0.0007330973669079088,0.0007330973669079088,0.4992669026330921,0.4992669026330921,0.0,0.0
2014-03-31,0.0,0.0,0.0035678017611652235,0.3345226005870551,0.33095479882588985,0.33095479882588985,0.0,0.0
2014-04-30,0.0,0.0,0.028737964629508783,0.028737964629508783,0.4712620353704912,0.4712620353704912,0.0,0.0
2014-05-30,0.0,0.0,0.032552362486335695,0.032552362486335695,0.4674476375136643,0.4674476375136643,0.0,0.0
2014-06-30,0.0,0.0,0.009100777181259123,0.3363669257270864,0.0,0.32726614854582725,0.32726614854582725,0.0
2014-07-31,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2014-09-30,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2014-10-31,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2014-11-28,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2014-12-31,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2015-02-27,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2015-03-31,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2015-04-30,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2015-05-29,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2015-06-30,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
