,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,GLD,WeightSum
2006-01-31,,,,,,,,,0.0
2006-02-28,0.0,0.0,0.0,0.0,0.499742618968887,0.0,0.0,0.500257381031113,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.48903545393199044,0.0,0.0,0.5109645460680096,1.0
2006-04-28,0.0,0.0,0.0,0.0,0.4551948925887406,0.0,0.0,0.5448051074112595,1.0
2006-05-31,0.0,0.0,0.0,0.0,0.5072297000076348,0.0,0.0,0.49277029999236516,1.0
2006-06-30,0.0,0.0,0.0,0.6441274856500288,0.0,0.0,0.0,0.3558725143499713,1.0
2006-07-31,0.0,0.0,0.0,0.0,0.4804886962349997,0.0,0.0,0.5195113037650003,1.0
2006-08-31,0.0,0.0,0.0,0.0,0.4246097945298086,0.0,0.0,0.5753902054701914,1.0
2006-09-29,0.0,0.0,0.0,0.5737367732835151,0.0,0.0,0.0,0.42626322671648487,1.0
2006-10-31,0.0,0.0,0.0,0.6121077739412993,0.0,0.0,0.0,0.38789222605870066,1.0
2006-11-30,0.0,0.0,0.0,0.6730101462494089,0.0,0.0,0.0,0.3269898537505911,1.0
2006-12-29,0.0,0.0,0.0,0.6843235148025528,0.0,0.0,0.0,0.3156764851974472,1.0
2007-01-31,0.0,0.0,0.0,0.6432279037291758,0.35677209627082407,0.0,1.1102230246251565e-16,0.0,1.0
2007-02-28,0.7096809652425465,0.0,0.0,0.0,0.2903190347574535,0.0,0.0,0.0,1.0
2007-03-30,0.0,0.0,0.0,0.6679543105342816,0.3320456894657184,0.0,0.0,0.0,1.0
2007-04-30,0.0,0.0,0.0,0.6325960089539723,0.3674039910460276,0.0,1.1102230246251565e-16,0.0,1.0
2007-05-31,0.0,0.6394940258781535,0.0,0.0,0.3605059741218465,0.0,0.0,0.0,1.0
2007-06-29,0.0,0.0,0.0,0.6137486268595869,0.3862513731404132,0.0,0.0,0.0,1.0
2007-07-31,0.0,0.0,0.0,0.6070919893085395,0.39290801069146053,0.0,0.0,0.0,1.0
2007-08-31,0.0,0.0,0.0,0.6224061440128565,0.37759385598714335,0.0,1.1102230246251565e-16,0.0,1.0
2007-09-28,0.0,0.6520434153466581,0.0,0.0,0.3479565846533419,0.0,0.0,0.0,1.0
2007-10-31,0.0,0.0,0.0,0.0,0.27825488246661967,0.0,0.0,0.7217451175333803,1.0
2007-11-30,0.0,0.6334682073942643,0.0,0.0,0.36653179260573565,0.0,0.0,0.0,1.0
2007-12-31,0.0,0.6415178395458425,0.0,0.0,0.3584821604541575,0.0,0.0,0.0,1.0
2008-01-31,0.0,0.0,0.0,0.0,0.3386388548786413,0.0,0.0,0.6613611451213587,1.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.7262652000175251,0.27373479998247485,1.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.6811696483792844,0.3188303516207156,1.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.5950063470631994,0.0,0.4049936529368005,1.0
2008-05-30,0.0,0.0,0.0,0.0,0.4078170256177385,0.0,0.0,0.5921829743822614,1.0
2008-06-30,0.0,0.0,0.0,0.0,0.4391581171681043,0.0,0.0,0.5608418828318956,1.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.7630676227920867,0.23693237720791324,1.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.7426476848573639,0.25735231514263607,1.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.4051108734535927,0.5948891265464072,0.0,1.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.37296864903438326,0.6270313509656167,0.0,1.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.3767596910776773,0.6232403089223226,0.0,1.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.35295729116843116,0.6470427088315689,0.0,1.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.33547970187214277,0.6645202981278572,0.0,1.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.3040779748656912,0.6959220251343088,0.0,1.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.3094861509057946,0.6905138490942053,0.0,1.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,0.3360315495675448,0.6639684504324553,0.0,1.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.6811864279036804,0.3188135720963195,1.0
2009-06-30,0.0,0.0,0.0,0.0,0.31497583759657927,0.0,0.0,0.6850241624034208,1.0
2009-07-31,0.0,0.6215565325847682,0.0,0.0,0.37844346741523177,0.0,0.0,0.0,1.0
2009-08-31,0.0,0.6062990864406058,0.0,0.0,0.3937009135593942,0.0,0.0,0.0,1.0
2009-09-30,0.0,0.6049156733610632,0.0,0.0,0.39508432663893683,0.0,0.0,0.0,1.0
2009-10-30,0.0,0.6122922201217159,0.0,0.0,0.3877077798782842,0.0,0.0,0.0,1.0
2009-11-30,0.0,0.0,0.0,0.5612344892195068,0.43876551078049325,0.0,0.0,0.0,1.0
2009-12-31,0.0,0.0,0.0,0.5652385175239714,0.43476148247602864,0.0,0.0,0.0,1.0
2010-01-29,0.0,0.0,0.0,0.5681545371087627,0.43184546289123726,0.0,0.0,0.0,1.0
2010-02-26,0.0,0.5873515895167002,0.0,0.0,0.41264841048329975,0.0,0.0,0.0,1.0
2010-03-31,0.0,0.5229948429572671,0.47700515704273294,0.0,0.0,0.0,0.0,0.0,1.0
2010-04-30,0.0,0.5217920915278379,0.4782079084721621,0.0,0.0,0.0,0.0,0.0,1.0
2010-05-31,0.0,0.0,0.4893107959180512,0.0,0.0,0.0,0.0,0.5106892040819488,1.0
2010-06-30,0.0,0.0,0.3633831476629872,0.0,0.0,0.0,0.0,0.6366168523370128,1.0
2010-07-30,0.0,0.0,0.0,0.0,0.0,0.5043815711108594,0.0,0.49561842888914065,1.0
2010-08-31,0.0,0.0,0.32302888740371927,0.0,0.0,0.6769711125962806,1.1102230246251565e-16,0.0,1.0
2010-09-30,0.0,0.0,0.0,0.0,0.0,0.3085304318751271,0.691469568124873,0.0,1.0
2010-10-29,0.0,0.0,0.0,0.0,0.0,0.364615993549386,0.0,0.635384006450614,1.0
2010-11-30,0.0,0.0,0.0,0.0,0.4040563699098936,0.0,0.0,0.5959436300901064,1.0
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.497008819758232,0.0,0.5029911802417679,1.0
2011-01-31,0.0,0.0,0.0,0.0,0.46697281776782384,0.0,0.0,0.5330271822321762,1.0
2011-02-28,0.0,0.5664221266029025,0.0,0.43357787339709747,0.0,0.0,0.0,0.0,1.0
2011-03-31,0.0,0.530465488708529,0.0,0.4695345112914709,0.0,0.0,0.0,0.0,1.0
2011-04-29,0.0,0.5374241202854686,0.46257587971453135,0.0,0.0,0.0,0.0,0.0,1.0
2011-05-31,0.0,0.5347307394389917,0.4652692605610083,0.0,0.0,0.0,0.0,0.0,1.0
2011-06-30,0.0,0.5511736608595428,0.4488263391404572,0.0,0.0,0.0,0.0,0.0,1.0
2011-07-29,0.0,0.5478770406670354,0.45212295933296454,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.0
2011-08-31,0.0,0.0,0.39118809621144673,0.0,0.0,0.0,0.0,0.6088119037885533,1.0
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.4775889287942376,0.0,0.5224110712057625,1.0
2011-10-31,0.0,0.0,0.0,0.0,0.0,0.5067723323467049,0.0,0.49322766765329507,1.0
2011-11-30,0.0,0.0,0.0,0.0,0.0,0.5066005026831535,0.0,0.4933994973168465,1.0
2011-12-30,0.0,0.0,0.0,0.0,0.0,0.5036357810154418,0.0,0.4963642189845581,1.0
2012-01-31,0.0,0.0,0.0,0.0,0.0,0.27081745619310776,0.7291825438068923,0.0,1.0
2012-02-29,0.0,0.0,0.0,0.0,0.0,0.5498422191747869,0.0,0.45015778082521307,1.0
2012-03-30,0.0,0.545911262615558,0.0,0.0,0.0,0.454088737384442,0.0,0.0,1.0
2012-04-30,0.0,0.5982147525215491,0.0,0.0,0.0,0.401785247478451,0.0,0.0,1.0
2012-05-31,0.5463106227279867,0.45368937727201336,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-06-29,0.0,0.4820728295145556,0.0,0.0,0.0,0.5179271704854445,0.0,0.0,1.0
2012-07-31,0.5622050404996235,0.0,0.4377949595003765,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-31,0.0,0.43237846247553907,0.0,0.0,0.0,0.5676215375244609,0.0,0.0,1.0
2012-09-28,0.5414137810933566,0.4585862189066433,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.0
2012-10-31,0.544225558131662,0.45577444186833804,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-11-30,0.5943409062949047,0.0,0.0,0.0,0.0,0.40565909370509523,1.1102230246251565e-16,0.0,1.0
2012-12-31,0.0,0.0,0.0,0.0,0.0,0.27791525619890145,0.7220847438010985,0.0,1.0
2013-01-31,0.0,0.0,0.4811172921722135,0.5188827078277864,0.0,0.0,0.0,0.0,1.0
2013-02-28,0.0,0.0,0.4485941295485047,0.5514058704514954,0.0,0.0,0.0,0.0,1.0
2013-03-29,0.0,0.0,0.4810964681484645,0.5189035318515355,0.0,0.0,0.0,0.0,1.0
2013-04-30,0.0,0.0,0.5098587886251433,0.4901412113748568,0.0,0.0,0.0,0.0,1.0
2013-05-31,0.0,0.0,0.48406707852076997,0.51593292147923,0.0,0.0,0.0,0.0,1.0
2013-06-28,0.591562184617974,0.0,0.408437815382026,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-31,0.564943627781167,0.0,0.43505637221883287,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.0
2013-08-30,0.5419910501919398,0.0,0.4580089498080601,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-30,0.5615457954313899,0.0,0.43845420456861006,0.0,0.0,0.0,0.0,0.0,1.0
2013-10-31,0.0,0.5440889231352812,0.4559110768647189,0.0,0.0,0.0,0.0,0.0,1.0
2013-11-29,0.0,0.5436030081833536,0.45639699181664645,0.0,0.0,0.0,0.0,0.0,1.0
2013-12-31,0.0,0.5336578906291786,0.46634210937082143,0.0,0.0,0.0,0.0,0.0,1.0
2014-01-31,0.0,0.5488862388691732,0.4511137611308268,0.0,0.0,0.0,0.0,0.0,1.0
2014-02-28,0.0,0.5366907716049325,0.46330922839506744,0.0,0.0,0.0,0.0,0.0,1.0
2014-03-31,0.0,0.5397687404200572,0.4602312595799427,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.0
2014-04-30,0.0,0.5378937592976384,0.4621062407023616,0.0,0.0,0.0,0.0,0.0,1.0
2014-05-30,0.5904079956599813,0.40959200434001863,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.0
2014-06-30,0.6036036951860637,0.3963963048139362,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.0
2014-07-31,0.5946361736617571,0.4053638263382428,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-08-29,0.0,0.5041760885805603,0.0,0.0,0.0,0.49582391141943977,0.0,0.0,1.0
2014-09-30,0.0,0.515478406159001,0.0,0.0,0.0,0.48452159384099897,0.0,0.0,1.0
2014-10-31,0.0,0.48643015959616237,0.0,0.0,0.0,0.5135698404038377,0.0,0.0,1.0
2014-11-28,0.0,0.4204793520508879,0.0,0.0,0.0,0.5795206479491122,0.0,0.0,1.0
2014-12-31,0.0,0.397679417040207,0.0,0.0,0.0,0.602320582959793,0.0,0.0,1.0
2015-01-30,0.0,0.4183947339901323,0.0,0.0,0.0,0.5816052660098677,0.0,0.0,1.0
2015-02-27,0.0,0.48926345023045226,0.0,0.0,0.0,0.5107365497695477,0.0,0.0,1.0
2015-03-31,0.0,0.5183537111589518,0.0,0.0,0.0,0.4816462888410482,0.0,0.0,1.0
2015-04-30,0.0,0.5297030548214138,0.0,0.0,0.0,0.47029694517858617,0.0,0.0,1.0
2015-05-29,0.0,0.542428528745825,0.0,0.0,0.0,0.45757147125417497,0.0,0.0,1.0
2015-06-30,0.0,0.4825165196996139,0.517483480300386,0.0,0.0,0.0,0.0,0.0,1.0
2015-07-31,0.0,0.4871659948544045,0.5128340051455955,0.0,0.0,0.0,0.0,0.0,1.0
2015-08-31,0.0,0.47843384411659956,0.5215661558834005,0.0,0.0,0.0,0.0,0.0,1.0
