,Shared_180d_InverseVol,Shared_180d_EqualWeight,Shared_180d_MinVar,Shared_180d_LWMinVar,Shared_180d_RiskParity,Shared_252d_InverseVol,Shared_252d_EqualWeight,Shared_252d_MinVar,Shared_252d_LWMinVar,Shared_252d_RiskParity,Best_Static_ETF_Level_InverseVol,Best_Static_ETF_Level_EqualWeight,Best_Static_ETF_Level_MinVar,Best_Static_ETF_Level_LWMinVar,Best_Static_ETF_Level_RiskParity
2006-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-28,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105
2006-03-31,0.03068991043975873,0.0289384319022544,0.0362047224959101,0.03620472249591009,0.030689910458715323,0.03068991043975873,0.0289384319022544,0.0362047224959101,0.03620472249591009,0.030689910458715323,0.03068991043975873,0.0289384319022544,0.0362047224959101,0.03620472249591009,0.030689910458715323
2006-04-28,0.09957016984010997,0.0927306921730883,0.1203097770627827,0.11325342395656794,0.0971746563820204,0.09957016984010997,0.0927306921730883,0.1203097770627827,0.11325342395656794,0.0971746563820204,0.09957016984010997,0.0927306921730883,0.1203097770627827,0.11325342395656794,0.0971746563820204
2006-05-31,-0.05655684833736245,-0.0623197984434443,-0.013212367941959912,-0.0623197984434443,-0.0623197984434443,-0.05655684833736245,-0.0623197984434443,-0.013212367941959912,-0.0623197984434443,-0.0623197984434443,-0.05655684833736245,-0.0623197984434443,-0.013212367941959912,-0.0623197984434443,-0.0623197984434443
2006-06-30,-0.019013608225593216,-0.0236591895058233,-0.000611175868189,-0.0236591895058233,-0.0236591895058233,-0.027703577805259078,-0.0222863089834364,-0.0467072031434576,-0.03861189130759503,-0.026026095669048423,-0.027703577805259078,-0.0222863089834364,-0.0467072031434576,-0.03861189130759503,-0.026026095669048423
2006-07-31,0.027996684997999413,0.02747486519930705,0.03131556893987839,0.02853849929180695,0.02747486519930705,0.027996684997999413,0.02747486519930705,0.03131556893987839,0.02853849929180695,0.02747486519930705,0.027996684997999413,0.02747486519930705,0.03131556893987839,0.02853849929180695,0.02747486519930705
2006-08-31,-0.0008953109549880338,0.0010211550613715495,-0.0130389542224021,0.0010211550613715495,0.0010211550613715495,-0.0008953109549880338,0.0010211550613715495,-0.0130389542224021,0.0010211550613715495,0.0010211550613715495,-0.0008953109549880338,0.0010211550613715495,-0.0130389542224021,0.0010211550613715495,0.0010211550613715495
2006-09-29,-0.014570248910796522,-0.02152646688840945,0.0022191749625672,-0.005118380275964463,-0.02152646688840945,-0.029020189139204476,-0.0269896472500076,-0.040828426725656744,-0.0269896472500076,-0.0269896472500076,-0.029020189139204476,-0.0269896472500076,-0.040828426725656744,-0.0269896472500076,-0.0269896472500076
2006-10-31,0.029210518967969862,0.0252193329029283,0.0374909536491665,0.03410373575133667,0.0252193329029283,0.029210518967969862,0.0252193329029283,0.0374909536491665,0.03410373575133667,0.0252193329029283,0.025024066661331654,0.039522933340332946,0.01951891243007954,0.039522933340332946,0.039522933340332946
2006-11-30,0.04385540853335733,0.04981021037777905,0.0307293584124261,0.04981021037777905,0.04981021037777905,0.06478216271483082,0.06436831864773625,0.06436831864773625,0.06436831864773625,0.06436831864773625,0.04406125781026214,0.04706680720824935,0.0342880394641582,0.04706680720824935,0.04706680720824935
2006-12-29,0.015018723542924833,0.006823222358739198,0.0319722766224477,0.027004886068674037,0.006823222358739198,0.015203014253883203,0.0181360004168739,0.0181360004168739,0.0181360004168739,0.0181360004168739,0.02295914959609831,0.0291635678167825,0.0037293028948479114,0.0291635678167825,0.0291635678167825
2007-01-31,0.0011428685608060483,0.0036883604636359997,0.0025754626028769625,0.002580429537148231,0.0036883604636359997,0.0011428685608060483,0.0036883604636359997,0.0025754626028769625,0.002580429537148231,0.0036883604636359997,0.012201709801750827,0.00808929559809415,0.0150400776036649,0.012050737009614922,0.00808929559809415
2007-02-28,-0.022620831539745378,-0.02599394567590845,-0.019617327926310803,-0.02599394567590845,-0.02599394567590845,-0.011284771435332897,-0.01679134072825875,-0.0012121180310114,-0.01679134072825875,-0.01679134072825875,-0.016322315341687044,-0.0194618618376519,-0.0065531602497977,-0.0194618618376519,-0.0194618618376519
2007-03-30,0.0368259608082634,0.04117037880693525,0.0289953912791749,0.04117037880693525,0.04117037880693525,0.015544747994835306,0.00893207097203935,0.0289953912791749,0.00893207097203935,0.00893207097203935,0.026480884030768936,0.03157363956354215,0.0098019127923887,0.03157363956354215,0.03157363956354215
2007-04-30,0.018592242291885337,0.026933971954970465,0.017329100021146092,0.018361072063385563,0.026933971954970465,0.018592242291885337,0.026933971954970465,0.017329100021146092,0.018361072063385563,0.026933971954970465,0.028539410313894613,0.028894217659959746,0.028894217659959746,0.028894217659959746,0.028894217659959746
2007-05-31,0.04009175479675842,0.041097449517440154,0.041097449517440154,0.041097449517440154,0.041097449517440154,0.03188716332119225,0.037134488407986804,0.0236231378882501,0.037134488407986804,0.037134488407986804,0.038804665060378246,0.0422828167102222,0.0339197944927209,0.0422828167102222,0.0422828167102222
2007-06-29,0.009332606106312733,0.016787153007357048,0.016787153007357048,0.016787153007357048,0.016787153007357048,0.009332606106312733,0.016787153007357048,0.016787153007357048,0.016787153007357048,0.016787153007357048,0.020761491943438303,0.0207878253906712,0.0207878253906712,0.0207878253906712,0.0207878253906712
2007-07-31,-0.013139373571565487,-0.0078818945913135,-0.0078818945913135,-0.0078818945913135,-0.0078818945913135,-0.013139373571565487,-0.0078818945913135,-0.0078818945913135,-0.0078818945913135,-0.0078818945913135,0.0028748236912854584,0.0028352091606394,0.0028352091606394,0.0028352091606394,0.0028352091606394
2007-08-31,0.011070146570794508,0.0089015507756214,0.0089015507756214,0.0089015507756214,0.0089015507756214,0.02147913841090775,0.0204109668971289,0.0204109668971289,0.0204109668971289,0.0204109668971289,0.02147913841090775,0.0204109668971289,0.0204109668971289,0.0204109668971289,0.0204109668971289
2007-09-28,0.0802446703187906,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.0802446703187906,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.0802446703187906,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.08411806990489265
2007-10-31,0.09386996180066173,0.09410804307832295,0.09410804307832295,0.09410804307832295,0.09410804307832295,0.08975989190552089,0.0945581846320432,0.0945581846320432,0.0945581846320432,0.0945581846320432,0.08975989190552089,0.0945581846320432,0.0945581846320432,0.0945581846320432,0.0945581846320432
2007-11-30,-0.07109800557874403,-0.07205003833835545,-0.07205003833835545,-0.07205003833835545,-0.07205003833835545,-0.045186996856176415,-0.046517845990814155,-0.046517845990814155,-0.046517845990814155,-0.046517845990814155,-0.07109800557874403,-0.07205003833835545,-0.07205003833835545,-0.07205003833835545,-0.07205003833835545
2007-12-31,-0.006159645392777899,-0.00738966693202535,-0.0007132387147668008,-0.00738966693202535,-0.00738966693202535,0.03316185057930297,0.026205438004351798,0.052680397096301096,0.026205438004351798,0.026205438004351798,0.03316185057930297,0.026205438004351798,0.052680397096301096,0.026205438004351798,0.026205438004351798
2008-01-31,0.026396067999906965,0.009597372713731699,0.06724405806585888,0.009597372713731699,0.009597372713731699,0.026396067999906965,0.009597372713731699,0.06724405806585888,0.009597372713731699,0.009597372713731699,0.026396067999906965,0.009597372713731699,0.06724405806585888,0.009597372713731699,0.009597372713731699
2008-02-29,0.022758695585724575,0.0323450051757928,0.014753125773707736,0.0323450051757928,0.0323450051757928,0.022758695585724575,0.0323450051757928,0.014753125773707736,0.0323450051757928,0.0323450051757928,0.022758695585724575,0.0323450051757928,0.014753125773707736,0.0323450051757928,0.0323450051757928
2008-03-31,-0.0053591979344081615,-0.023308815134165,0.009564696159521118,-0.023308815134165,-0.023308815134165,-0.0053591979344081615,-0.023308815134165,0.009564696159521118,-0.023308815134165,-0.023308815134165,-0.0053591979344081615,-0.023308815134165,0.009564696159521118,-0.023308815134165,-0.023308815134165
2008-04-30,-0.029591490076319105,-0.0332258024803933,-0.027395899002231307,-0.029038811512749955,-0.0332258024803933,-0.028161647333180696,-0.03288169733404065,-0.025158379667527226,-0.027034767625237502,-0.03288169733404065,-0.028161647333180696,-0.03288169733404065,-0.025158379667527226,-0.027034767625237502,-0.03288169733404065
2008-05-30,0.019423173910904912,0.020434876682114952,0.020434876682114952,0.020434876682114952,0.020434876682114952,0.019423173910904912,0.020434876682114952,0.020434876682114952,0.020434876682114952,0.020434876682114952,-0.007037011396693491,0.0069310933303763506,-0.008649968641962304,-0.006252325137077667,-0.00290199828472649
2008-06-30,-0.016827152634328053,-0.02376287915020195,-0.008207747858612044,-0.02376287915020195,-0.02376287915020195,-0.016827152634328053,-0.02376287915020195,-0.008207747858612044,-0.02376287915020195,-0.02376287915020195,-0.011753151312375263,-0.04061715674467385,-0.007870494886508152,-0.013363590230745567,-0.021316397870518713
2008-07-31,0.0015623772120784973,-0.0036181487045466,0.005819996428102868,0.002800413413660749,-0.0036181487045466,-0.0069760396901028775,-0.00905783972482,-0.0054664089394097105,-0.00905783972482,-0.00905783972482,0.0015623772120784973,-0.0036181487045466,0.005819996428102868,0.002800413413660749,-0.0036181487045466
2008-08-29,-0.011928017526241624,-0.03882576944011985,0.009754189370528871,-0.002677578168311462,-0.02042372174417479,-0.011928017526241624,-0.03882576944011985,0.009754189370528871,-0.002677578168311462,-0.02042372174417479,0.020684356794363222,0.0213293044490656,0.0213293044490656,0.0213293044490656,0.0213293044490656
2008-09-30,0.005647650372042426,0.006678221109635,0.006678221109635,0.006678221109635,0.006678221109635,0.005647650372042426,0.006678221109635,0.006678221109635,0.006678221109635,0.006678221109635,-0.02289143972876395,-0.0394586136786314,-0.020848355758361664,-0.0394586136786314,-0.02657901540804839
2008-10-31,-0.012998558947210439,-0.0136179160132272,-0.0136179160132272,-0.0136179160132272,-0.0136179160132272,-0.012998558947210439,-0.0136179160132272,-0.0136179160132272,-0.0136179160132272,-0.0136179160132272,-0.012998558947210439,-0.0136179160132272,-0.0136179160132272,-0.0136179160132272,-0.0136179160132272
2008-11-28,0.10614532909135678,0.11047602713785525,0.11047602713785525,0.11047602713785525,0.11047602713785525,0.10614532909135678,0.11047602713785525,0.11047602713785525,0.11047602713785525,0.11047602713785525,0.10614532909135678,0.11047602713785525,0.11047602713785525,0.11047602713785525,0.11047602713785525
2008-12-31,0.08289122145464446,0.09404288184187676,0.09404288184187676,0.09404288184187676,0.09404288184187676,0.08289122145464446,0.09404288184187676,0.09404288184187676,0.09404288184187676,0.09404288184187676,0.08289122145464446,0.09404288184187676,0.09404288184187676,0.09404288184187676,0.09404288184187676
2009-01-30,-0.06978343057216689,-0.0847901344955689,-0.0388720452571103,-0.0847901344955689,-0.0847901344955689,-0.06978343057216689,-0.0847901344955689,-0.0388720452571103,-0.0847901344955689,-0.0847901344955689,-0.06978343057216689,-0.0847901344955689,-0.0388720452571103,-0.0847901344955689,-0.0847901344955689
2009-02-27,-0.009774667246923344,-0.01133322692144325,-0.0073486037544894,-0.008593141126602961,-0.010540366812451511,-0.009774667246923344,-0.01133322692144325,-0.0073486037544894,-0.008593141126602961,-0.010540366812451511,-0.009774667246923344,-0.01133322692144325,-0.0073486037544894,-0.008593141126602961,-0.010540366812451511
2009-03-31,0.03537628578894782,0.036804396179769605,0.0331363476886668,0.0342025954659341,0.036064969770572844,0.03537628578894782,0.036804396179769605,0.0331363476886668,0.0342025954659341,0.036064969770572844,0.01629054420260634,0.003883306394257,0.0331363476886668,0.017556170719955196,0.01023452460439195
2009-04-30,-0.040488249083317204,-0.0484864535288377,-0.0274516212654929,-0.032744628190307434,-0.044150823392615585,-0.040488249083317204,-0.0484864535288377,-0.0274516212654929,-0.032744628190307434,-0.044150823392615585,-0.040488249083317204,-0.0484864535288377,-0.0274516212654929,-0.032744628190307434,-0.044150823392615585
2009-05-29,0.016305840219989924,0.0407764612552806,-0.01907916282778341,0.019296449190961615,0.030838138086022083,0.016305840219989924,0.0407764612552806,-0.01907916282778341,0.019296449190961615,0.030838138086022083,0.016305840219989924,0.0407764612552806,-0.01907916282778341,0.019296449190961615,0.030838138086022083
2009-06-30,-0.0410525999619452,-0.0373387250500041,-0.04685822238374357,-0.03941454034803955,-0.03831347816286104,-0.013978393824847505,-0.011326882648843049,-0.016464692056646815,-0.011326882648843049,-0.011326882648843049,-0.03593092591450263,-0.03311598642885965,-0.04092364251050286,-0.03311598642885965,-0.03311598642885965
2009-07-31,0.09479918954898817,0.0972660741795654,0.08438668802107459,0.08693467750870183,0.09535070450895294,0.052626704168844476,0.05409287330250055,0.051244441418127624,0.05409287330250055,0.05409287330250055,0.05694864239004144,0.06210682510865405,0.04741602085074702,0.06210682510865405,0.06210682510865405
2009-08-31,0.0033527787126872996,0.0007831581117562006,0.014702189380870699,0.013920482273350979,0.0028825724079839365,0.007412956486338154,0.007624223616445,0.008404424776240722,0.007624223616445,0.007624223616445,0.03694120394942368,0.0371819973187872,0.03217245489551039,0.0371819973187872,0.0371819973187872
2009-09-30,0.07511474259766748,0.07921732386512455,0.05648001210261631,0.05794451819995406,0.07588436497146472,0.07399723653544675,0.08015288986523725,0.06481550497928013,0.0765736431417021,0.07846616732849931,0.04449419026592834,0.0455413775745774,0.035456761497012206,0.0368944000088195,0.04466246089103268
