,Shared_120d,Shared_180d,Shared_252d,Best_Static_ETF_Level,SPY_BuyHold,Portfolio_60_40,EqualWeight_ETFs,DBMF,KMLM,RPAR
2021-01-29,0.0251812205837529,0.0389314730946604,-0.0169379626176321,0.0251812205837529,-0.010190274002153,-0.010482470144229119,-0.0018352508490273745,-0.0011736863115081597,0.005785312074056526,-0.012184740026747298
2021-02-26,0.0330759200200669,0.0330759200200669,0.0287358515367643,0.0287358515367643,0.0278056297669968,0.007230016764165639,-0.003097249960407387,0.0444182954052017,0.05812256194776433,-0.018290282272778957
2021-03-31,0.0027826968722743,0.0027826968722743,0.015692932290531,0.015692932290531,0.0453991577299639,0.017696718104910577,0.0008309078348941248,0.029177814445950467,-0.019328518454611032,-0.014041055815643855
2021-04-30,0.0147069010216351,0.0404556861580035,0.039781233421966,0.0351694104766707,0.0529101742802671,0.0357511587225747,0.030250918489414153,0.022447454404368683,0.06064995900794257,0.028609308923347454
2021-05-31,0.0052578913557208,0.0052578913557208,-0.0052139529060574,0.0029709531100871,0.0065663306767895,0.005639125047547699,0.01620380062727721,0.02890424453358076,0.00010248944477897481,0.02973867791274687
2021-06-30,0.0211366342641759,0.0135938320651867,0.0135938320651867,0.0347865245600116,0.0224275889312057,0.01754687456793318,0.01067537977743854,-0.013024253863863744,-0.0021176598067739194,0.01776868237137741
2021-07-30,0.026141454698848,0.0021855705467081,-0.0007180880821074,-0.0192880561277761,0.0244122886061519,0.02260839750703506,0.005309754923355337,0.007405292714397049,-0.028272164613600714,0.023751005996203167
2021-08-31,0.0352837348373719,0.0338643716400465,0.0338643716400465,0.0352837348373719,0.0297599437322755,0.01627812563711606,0.014503870340281451,-0.026442211629295942,-0.0035927761064904473,0.0024000284209286793
2021-09-30,-0.0515121208721465,-0.0515121208721465,-0.0407032954064219,-0.0515121208721465,-0.0466055362878787,-0.034351409521700904,-0.03510790123365118,-0.0013598189707023645,0.024816099841592498,-0.032384524424941996
2021-10-29,0.0529170734703911,0.0742075071929029,0.0742075071929029,0.0529170734703911,0.0701637501964351,0.0403264250991619,0.0336055576126784,0.041674158513847814,0.03808216973398948,0.036822482568447557
2021-11-30,0.0045739472573038,0.0045739472573038,-0.0220707311264539,0.0045739472573038,-0.008035091647334,-0.00045274884412948007,-0.01073138411764214,-0.0237358930439332,-0.05356560444455849,0.001197096792297403
2021-12-31,0.0305829991736834,0.0305829991736834,0.0305829991736834,0.0305829991736834,0.0462477924532995,0.025652570223238337,0.018384912066557724,0.004138368375874446,-0.006114302522498893,0.012375893653039594
2022-01-31,-0.0676677213057413,-0.0676677213057413,-0.0676677213057413,-0.0676677213057413,-0.0527412908946967,-0.040097025820420504,-0.043646307936323535,0.003992929640846743,0.05037721307650078,-0.0386760474126161
2022-02-28,-0.0295168471114187,-0.0295168471114187,-0.0295168471114187,-0.0295168471114187,-0.0295168471114187,-0.018926459507209982,-0.01244850935402945,0.031080922876140393,0.039518622262421754,-0.00041505814519904316
2022-03-31,0.0127255799503041,0.0127255799503041,0.0127255799503041,0.0127255799503041,0.0375903621579705,0.006310506498421301,-0.0018881098213299873,0.07069845150557197,0.0913426699529496,-0.012565903769976572
2022-04-29,-0.0494195587219077,-0.0494195587219077,-0.0494195587219077,-0.0494195587219077,-0.0877690845479994,-0.06957450607723371,-0.07608551996451812,0.10586514805894631,0.09753633150330421,-0.08410817467606213
2022-05-31,-0.0326154776610677,-0.0326154776610677,-0.0326154776610677,-0.0326154776610677,0.0022572247977319,0.0038279331593600602,-0.004316616054207437,-0.009804015655475173,0.019100907101632814,-0.018458600884183385
2022-06-30,-0.0086342695992924,-0.0086342695992924,-0.0086342695992924,-0.0086342695992924,-0.0824603803458756,-0.052929936047242325,-0.053935689643096536,0.03481322502155115,-0.01443939591393284,-0.06913270132640947
2022-07-29,0.0296146733338107,0.0296146733338107,0.0296146733338107,0.0296146733338107,0.0920873707247411,0.06709829176836894,0.04993477301348973,-0.03580246922613639,-0.024992883472022442,0.06349209094911212
2022-08-31,-0.0385386179508767,-0.0385386179508767,-0.0385386179508767,-0.0385386179508767,-0.0408017877963466,-0.03989651985815864,-0.03751058858615519,0.027208687231306206,0.08691809439641451,-0.04862784509322826
2022-09-30,-0.0473496138279123,-0.0473496138279123,-0.0473496138279123,-0.0473496138279123,-0.0924460406877262,-0.07440746994380064,-0.08257539531851603,0.057650335414236586,0.03984825110197732,-0.10980081715327328
2022-10-31,-0.0145400734240116,-0.0145400734240116,-0.0145400734240116,-0.0145400734240116,0.0812754876580155,0.042949263225204655,0.022501331085750788,0.009723112136298395,-0.014077188925967432,0.016157411472431438
2022-11-30,0.0361225497568624,0.0361225497568624,0.0361225497568624,0.0361225497568624,0.0555916290991196,0.04780399736221672,0.07664957163701035,-0.08841555117429356,-0.10047597406403075,0.08801795120826439
2022-12-30,-0.0611675579549691,-0.0376727622747455,-0.0376727622747455,-0.0400325914104727,-0.0576281600402543,-0.04052924093635078,-0.0336481424354651,0.004160150147878072,-0.03219896623280172,-0.023929456265186055
