,Shared_180d_VolTarget_Sleeve,Shared_252d_VolTarget_Sleeve,Best_Static_ETF_Level_VolTarget_Sleeve,Shared_180d_MinVar_VolTarget_Sleeve,Shared_252d_MinVar_VolTarget_Sleeve,Best_Static_ETF_Level_InverseVol_VolTarget_Sleeve
2006-01-31,0.0461164197816148,0.0461164197816148,0.0461164197816148,0.04611641978161485,0.04611641978161485,0.04611641978161485
2006-02-28,-0.0247986005229411,-0.0247986005229411,-0.0247986005229411,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105
2006-03-31,0.0290977750581697,0.0290977750581697,0.0290977750581697,0.0362047224959101,0.0362047224959101,0.03068991043975873
2006-04-28,0.0952020598946623,0.0952020598946623,0.0952020598946623,0.1203097770627827,0.1203097770627827,0.09957016984010997
2006-05-31,-0.0630298624247873,-0.0630298624247873,-0.0630298624247873,-0.013212367941959912,-0.013212367941959912,-0.05655684833736245
2006-06-30,-0.0170154849961836,-0.0227865299306622,-0.0227865299306622,-0.000611175868189,-0.0467072031434576,-0.027703577805259078
2006-07-31,0.02763273648501,0.02763273648501,0.02763273648501,0.03131556893987839,0.03131556893987839,0.027996684997999413
2006-08-31,-0.0012097435032194,-0.0012097435032194,-0.0012097435032194,-0.0130389542224021,-0.0130389542224021,-0.0008953109549880338
2006-09-29,-0.0180246128691354,-0.0294604335495887,-0.0294604335495887,0.0022191749625672,-0.040828426725656744,-0.029020189139204476
2006-10-31,0.0279708210719535,0.0279708210719535,0.0198587266265962,0.0374909536491665,0.0374909536491665,0.025024066661331654
2006-11-30,0.0432078483996009,0.0642209416816637,0.0451882057191985,0.0307293584124261,0.06436831864773625,0.04406125781026214
2006-12-29,0.0072373448655458,0.0081208060931126,0.0137054813864402,0.020024359487293423,0.004824670769396574,0.011112224212537129
2007-01-31,0.0097683936518371,0.0098476480214881,0.0107287466761979,0.004628586240696959,0.00582468506643514,0.01177656168018555
2007-02-28,-0.0105429125426104,-0.0008141857664878,-0.0053883149776696,-0.009437752042851478,0.007930798763941626,-0.004673986584884939
2007-03-30,0.0248124881535647,0.0068201386181332,0.0166802730735167,0.020727840940583855,0.01579613859886401,0.01687702862244361
2007-04-30,0.0351190377164456,0.0336871751031504,0.0260135806054698,0.017329100021146095,0.016882380434485447,0.027641690340533282
2007-05-31,0.0384335629584546,0.0338443460625531,0.0393667333383398,0.041097449517440154,0.019365402559986866,0.038804665060378246
2007-06-29,0.012238137244023,0.012238137244023,0.017084694138162,0.016787153007357048,0.016787153007357048,0.020761491943438303
2007-07-31,-0.0110995228085708,-0.0110995228085708,0.0017821275955111,-0.0078818945913135,-0.0078818945913135,0.0028748236912854584
2007-08-31,-1.247100408188323e-05,0.0220337396991916,0.0220337396991916,0.0089015507756214,0.0204109668971289,0.02147913841090775
2007-09-28,0.074509834344686,0.074509834344686,0.074509834344686,0.08411806990489265,0.08411806990489265,0.0802446703187906
2007-10-31,0.0787940886636359,0.0829668023672614,0.0871729359243388,0.0863243135697723,0.08760670505804762,0.08817963578797586
2007-11-30,-0.044858440474356,-0.0274402398138149,-0.04699584543841,-0.042864300286868814,-0.03267714632256733,-0.04584231190294937
2007-12-31,0.0070528499923108,0.0383421350727597,0.0376632757436479,0.011231142991678881,0.047736573757673886,0.03326264866883971
2008-01-31,0.0512685554891169,0.0468667587953139,0.0502818435359011,0.06866072429551227,0.06829543637567434,0.039975750163023245
2008-02-29,0.0260187387095634,0.0245259973485353,0.0256696049487822,0.020983714688060793,0.019421805874761718,0.0253559421706333
2008-03-31,-0.0141380875714089,-0.0123163207072998,-0.0138394224328997,-0.0021585262330023978,0.000557682172847981,-0.010565746532281468
2008-04-30,-0.0320575025485604,-0.0302748524985702,-0.0305883896090692,-0.02952377211313209,-0.027656660042916295,-0.02973483737165572
2008-05-30,0.0109725787692815,0.0129636218297537,-0.0062236000903164,0.011014979360800427,0.012434639888886892,-0.006109048657463869
2008-06-30,-0.000678722392634,-0.0038497218451559,0.0027288853021999,0.005994976007368334,0.004205248980866933,0.002082839600066423
2008-07-31,0.0001927546565688,-0.0061184601544928,0.0001026377841651,0.002204701453511424,-0.0048424235451295875,-0.0002287254999257405
