,Shared_180d,Shared_252d,Best_Static_ETF_Level,Shared_180d_InverseVol,Shared_180d_EqualWeight,Shared_180d_MinVar,Shared_180d_LWMinVar,Shared_180d_RiskParity,Shared_252d_InverseVol,Shared_252d_EqualWeight,Shared_252d_MinVar,Shared_252d_LWMinVar,Shared_252d_RiskParity,Best_Static_ETF_Level_InverseVol,Best_Static_ETF_Level_EqualWeight,Best_Static_ETF_Level_MinVar,Best_Static_ETF_Level_LWMinVar,Best_Static_ETF_Level_RiskParity,Shared_180d_MinVar_VolTarget_Sleeve,Shared_252d_MinVar_VolTarget_Sleeve,Best_Static_ETF_Level_InverseVol_VolTarget_Sleeve
2006-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04611641978161485,0.04611641978161485,0.04611641978161485
2006-02-28,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105,-0.02480564994237105
2006-03-31,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.03068991043975873,0.0289384319022544,0.0362047224959101,0.03620472249591009,0.030689910458715323,0.03068991043975873,0.0289384319022544,0.0362047224959101,0.03620472249591009,0.030689910458715323,0.03068991043975873,0.0289384319022544,0.0362047224959101,0.03620472249591009,0.030689910458715323,0.0362047224959101,0.0362047224959101,0.03068991043975873
2006-04-28,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09957016984010997,0.0927306921730883,0.1203097770627827,0.11325342395656794,0.0971746563820204,0.09957016984010997,0.0927306921730883,0.1203097770627827,0.11325342395656794,0.0971746563820204,0.09957016984010997,0.0927306921730883,0.1203097770627827,0.11325342395656794,0.0971746563820204,0.1203097770627827,0.1203097770627827,0.09957016984010997
2006-05-31,-0.06302986242478731,-0.06302986242478731,-0.06302986242478731,-0.05655684833736245,-0.0623197984434443,-0.013212367941959912,-0.0623197984434443,-0.0623197984434443,-0.05655684833736245,-0.0623197984434443,-0.013212367941959912,-0.0623197984434443,-0.0623197984434443,-0.05655684833736245,-0.0623197984434443,-0.013212367941959912,-0.0623197984434443,-0.0623197984434443,-0.013212367941959912,-0.013212367941959912,-0.05655684833736245
2006-06-30,-0.017015484996183695,-0.02278652993066224,-0.02278652993066224,-0.019013608225593216,-0.0236591895058233,-0.000611175868189,-0.0236591895058233,-0.0236591895058233,-0.027703577805259078,-0.0222863089834364,-0.0467072031434576,-0.03861189130759503,-0.026026095669048423,-0.027703577805259078,-0.0222863089834364,-0.0467072031434576,-0.03861189130759503,-0.026026095669048423,-0.000611175868189,-0.0467072031434576,-0.027703577805259078
2006-07-31,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.027996684997999413,0.02747486519930705,0.03131556893987839,0.02853849929180695,0.02747486519930705,0.027996684997999413,0.02747486519930705,0.03131556893987839,0.02853849929180695,0.02747486519930705,0.027996684997999413,0.02747486519930705,0.03131556893987839,0.02853849929180695,0.02747486519930705,0.03131556893987839,0.03131556893987839,0.027996684997999413
2006-08-31,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0008953109549880338,0.0010211550613715495,-0.0130389542224021,0.0010211550613715495,0.0010211550613715495,-0.0008953109549880338,0.0010211550613715495,-0.0130389542224021,0.0010211550613715495,0.0010211550613715495,-0.0008953109549880338,0.0010211550613715495,-0.0130389542224021,0.0010211550613715495,0.0010211550613715495,-0.0130389542224021,-0.0130389542224021,-0.0008953109549880338
2006-09-29,-0.01802461286913542,-0.029460433549588723,-0.029460433549588723,-0.014570248910796522,-0.02152646688840945,0.0022191749625672,-0.005118380275964463,-0.02152646688840945,-0.029020189139204476,-0.0269896472500076,-0.040828426725656744,-0.0269896472500076,-0.0269896472500076,-0.029020189139204476,-0.0269896472500076,-0.040828426725656744,-0.0269896472500076,-0.0269896472500076,0.0022191749625672,-0.040828426725656744,-0.029020189139204476
2006-10-31,0.02797082107195356,0.02797082107195356,0.01985872662659626,0.029210518967969862,0.0252193329029283,0.0374909536491665,0.03410373575133667,0.0252193329029283,0.029210518967969862,0.0252193329029283,0.0374909536491665,0.03410373575133667,0.0252193329029283,0.025024066661331654,0.039522933340332946,0.01951891243007954,0.039522933340332946,0.039522933340332946,0.0374909536491665,0.0374909536491665,0.025024066661331654
2006-11-30,0.04320784839960098,0.06422094168166377,0.045188205719198515,0.04385540853335733,0.04981021037777905,0.0307293584124261,0.04981021037777905,0.04981021037777905,0.06478216271483082,0.06436831864773625,0.06436831864773625,0.06436831864773625,0.06436831864773625,0.04406125781026214,0.04706680720824935,0.0342880394641582,0.04706680720824935,0.04706680720824935,0.0307293584124261,0.06436831864773625,0.04406125781026214
2006-12-29,0.016094346510432955,0.02001598257996455,0.02647353963979412,0.015018723542924833,0.006823222358739198,0.0319722766224477,0.027004886068674037,0.006823222358739198,0.015203014253883203,0.0181360004168739,0.0181360004168739,0.0181360004168739,0.0181360004168739,0.02295914959609831,0.0291635678167825,0.0037293028948479114,0.0291635678167825,0.0291635678167825,0.020024359487293423,0.004824670769396574,0.011112224212537129
2007-01-31,0.009366423549124944,0.009366423549124944,0.010692350915304702,0.0011428685608060483,0.0036883604636359997,0.0025754626028769625,0.002580429537148231,0.0036883604636359997,0.0011428685608060483,0.0036883604636359997,0.0025754626028769625,0.002580429537148231,0.0036883604636359997,0.012201709801750827,0.00808929559809415,0.0150400776036649,0.012050737009614922,0.00808929559809415,0.004628586240696959,0.00582468506643514,0.01177656168018555
2007-02-28,-0.02331983494647167,-0.012020012830474571,-0.017190726485757528,-0.022620831539745378,-0.02599394567590845,-0.019617327926310803,-0.02599394567590845,-0.02599394567590845,-0.011284771435332897,-0.01679134072825875,-0.0012121180310114,-0.01679134072825875,-0.01679134072825875,-0.016322315341687044,-0.0194618618376519,-0.0065531602497977,-0.0194618618376519,-0.0194618618376519,-0.009437752042851478,0.007930798763941626,-0.004673986584884939
2007-03-30,0.03708069553495832,0.012821756362472032,0.026122755258107647,0.0368259608082634,0.04117037880693525,0.0289953912791749,0.04117037880693525,0.04117037880693525,0.015544747994835306,0.00893207097203935,0.0289953912791749,0.00893207097203935,0.00893207097203935,0.026480884030768936,0.03157363956354215,0.0098019127923887,0.03157363956354215,0.03157363956354215,0.020727840940583855,0.01579613859886401,0.01687702862244361
2007-04-30,0.03739894209971659,0.03739894209971659,0.027155964399767252,0.018592242291885337,0.026933971954970465,0.017329100021146092,0.018361072063385563,0.026933971954970465,0.018592242291885337,0.026933971954970465,0.017329100021146092,0.018361072063385563,0.026933971954970465,0.028539410313894613,0.028894217659959746,0.028894217659959746,0.028894217659959746,0.028894217659959746,0.017329100021146095,0.016882380434485447,0.027641690340533282
2007-05-31,0.038433562958454646,0.033844346062553134,0.03936673333833983,0.04009175479675842,0.041097449517440154,0.041097449517440154,0.041097449517440154,0.041097449517440154,0.03188716332119225,0.037134488407986804,0.0236231378882501,0.037134488407986804,0.037134488407986804,0.038804665060378246,0.0422828167102222,0.0339197944927209,0.0422828167102222,0.0422828167102222,0.041097449517440154,0.019365402559986866,0.038804665060378246
2007-06-29,0.012238137244023065,0.012238137244023065,0.01708469413816204,0.009332606106312733,0.016787153007357048,0.016787153007357048,0.016787153007357048,0.016787153007357048,0.009332606106312733,0.016787153007357048,0.016787153007357048,0.016787153007357048,0.016787153007357048,0.020761491943438303,0.0207878253906712,0.0207878253906712,0.0207878253906712,0.0207878253906712,0.016787153007357048,0.016787153007357048,0.020761491943438303
2007-07-31,-0.01109952280857086,-0.01109952280857086,0.001782127595511127,-0.013139373571565487,-0.0078818945913135,-0.0078818945913135,-0.0078818945913135,-0.0078818945913135,-0.013139373571565487,-0.0078818945913135,-0.0078818945913135,-0.0078818945913135,-0.0078818945913135,0.0028748236912854584,0.0028352091606394,0.0028352091606394,0.0028352091606394,0.0028352091606394,-0.0078818945913135,-0.0078818945913135,0.0028748236912854584
2007-08-31,-1.2471004081885103e-05,0.022033739699191635,0.022033739699191635,0.011070146570794508,0.0089015507756214,0.0089015507756214,0.0089015507756214,0.0089015507756214,0.02147913841090775,0.0204109668971289,0.0204109668971289,0.0204109668971289,0.0204109668971289,0.02147913841090775,0.0204109668971289,0.0204109668971289,0.0204109668971289,0.0204109668971289,0.0089015507756214,0.0204109668971289,0.02147913841090775
2007-09-28,0.07450983434468608,0.07450983434468608,0.07450983434468608,0.0802446703187906,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.0802446703187906,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.0802446703187906,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.08411806990489265,0.0802446703187906
2007-10-31,0.08320098393359113,0.08740252878402632,0.08740252878402632,0.09386996180066173,0.09410804307832295,0.09410804307832295,0.09410804307832295,0.09410804307832295,0.08975989190552089,0.0945581846320432,0.0945581846320432,0.0945581846320432,0.0945581846320432,0.08975989190552089,0.0945581846320432,0.0945581846320432,0.0945581846320432,0.0945581846320432,0.0863243135697723,0.08760670505804762,0.08817963578797586
