,Shared_180d,Shared_180d_SleeveOnly,Shared_180d_VolTargetOnly,Shared_180d_CapOnly,Shared_180d_VolTarget_Sleeve,Shared_180d_VolTarget_Cap,Shared_180d_Cap_Sleeve,Shared_180d_VolTarget_Cap_Sleeve,Shared_252d,Shared_252d_SleeveOnly,Shared_252d_VolTargetOnly,Shared_252d_CapOnly,Shared_252d_VolTarget_Sleeve,Shared_252d_VolTarget_Cap,Shared_252d_Cap_Sleeve,Shared_252d_VolTarget_Cap_Sleeve,Best_Static_ETF_Level,Best_Static_ETF_Level_SleeveOnly,Best_Static_ETF_Level_VolTargetOnly,Best_Static_ETF_Level_CapOnly,Best_Static_ETF_Level_VolTarget_Sleeve,Best_Static_ETF_Level_VolTarget_Cap,Best_Static_ETF_Level_Cap_Sleeve,Best_Static_ETF_Level_VolTarget_Cap_Sleeve
2006-01-31,0.0,0.04611641978161485,-0.0070304165462762,0.0,0.04611641978161485,-0.0070304165462762,0.04611641978161485,0.04611641978161485,0.0,0.04611641978161485,-0.0070304165462762,0.0,0.04611641978161485,-0.0070304165462762,0.04611641978161485,0.04611641978161485,0.0,0.04611641978161485,-0.0070304165462762,0.0,0.04611641978161485,-0.0070304165462762,0.04611641978161485,0.04611641978161485
2006-02-28,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117
2006-03-31,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767
2006-04-28,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.09520205989466231
2006-05-31,-0.06302986242478731,-0.06302986242478731,-0.06302986242478731,-0.06302986242478732,-0.06302986242478731,-0.06302986242478731,-0.06302986242478732,-0.06302986242478731,-0.06302986242478731,-0.06302986242478731,-0.06302986242478731,-0.06302986242478732,-0.06302986242478731,-0.06302986242478731,-0.06302986242478732,-0.06302986242478731,-0.06302986242478731,-0.06302986242478731,-0.06302986242478731,-0.06302986242478732,-0.06302986242478731,-0.06302986242478731,-0.06302986242478732,-0.06302986242478731
2006-06-30,-0.017015484996183695,-0.017015484996183695,-0.017015484996183695,-0.01904958677829644,-0.017015484996183695,-0.01904958677829644,-0.01904958677829644,-0.01904958677829644,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224,-0.02278652993066224
2006-07-31,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003,0.02763273648501003
2006-08-31,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636,-0.0012097435032194636
2006-09-29,-0.01802461286913542,-0.01802461286913542,-0.01802461286913542,-0.01802461286913542,-0.01802461286913542,-0.01802461286913542,-0.01802461286913542,-0.01802461286913542,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723,-0.029460433549588723
2006-10-31,0.02797082107195356,0.02797082107195356,0.02797082107195356,0.027673657052175938,0.02797082107195356,0.027673657052175938,0.027673657052175938,0.027673657052175938,0.02797082107195356,0.02797082107195356,0.02797082107195356,0.027673657052175938,0.02797082107195356,0.027673657052175938,0.027673657052175938,0.027673657052175938,0.01985872662659626,0.01985872662659626,0.01985872662659626,0.03331160530290538,0.01985872662659626,0.03331160530290538,0.03331160530290538,0.03331160530290538
