,Strategy_60d,Strategy_120d,Strategy_180d,Strategy_252d,SPY_BuyHold,Portfolio_60_40,EqualWeight_ETFs
2006-02-28,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,-0.02479860052294117,0.0057264133263454,0.00302131376307168,-0.00738642483969884
2006-03-31,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.029097775058169767,0.0165031836439752,0.00447073913219844,0.015644139772852617
2006-04-28,0.0485516663033252,0.09520205989466231,0.09520205989466231,0.09520205989466231,0.0126322876095745,0.0050705047010560595,0.026665097508706527
2006-05-31,-0.030326720851898654,-0.06302986242478731,-0.06302986242478731,-0.06302986242478731,-0.0301208526680604,-0.018499513953653037,-0.04064739496480268
2006-06-30,-0.017015484996183695,-0.017015484996183695,-0.017015484996183695,-0.02278652993066224,0.0026080104745174,0.0024833371232412,-0.0036912334635653007
2006-07-31,0.01702722119203916,0.01702722119203916,0.02763273648501003,0.02763273648501003,0.0044782874356517,0.009395875110759141,0.004285452750214301
2006-08-31,0.018588668701594452,0.00884562987685492,-0.0012097435032194636,-0.0012097435032194636,0.0218222713095574,0.02014775508770508,0.021906285709398753
2006-09-29,-0.00173017945785447,-0.018024612869135422,-0.018024612869135422,-0.029460433549588723,0.0270013081440587,0.021030929485299818,0.007409736341100026
2006-10-31,0.0190354672023422,0.006535824280282071,0.02797082107195356,0.02797082107195356,0.0315168649695571,0.02106436067042934,0.03407698195434859
2006-11-30,0.02940129898799352,0.021458768832252898,0.04320784839960098,0.06422094168166377,0.0198860149237964,0.01717730044533624,0.03424654821664305
2006-12-29,0.011838678515789456,0.039628418959520746,0.016094346510432955,0.02001598257996455,0.0133708049341196,0.002919753489142078,0.003355444824264611
2007-01-31,0.013393199439063492,0.012336258273375084,0.009366423549124944,0.009366423549124944,0.0150400776036649,0.00742263079215714,0.009973066958712723
2007-02-28,-0.012020012830474575,-0.023138355259469563,-0.02331983494647167,-0.012020012830474575,-0.0196173279263108,-0.003549923852121519,0.000418315368565425
2007-03-30,0.012821756362472032,0.03708069553495832,0.03708069553495832,0.012821756362472032,0.0115886684126744,0.0064002655173036795,0.009932910763276001
2007-04-30,0.02952290214713702,0.027155964399767252,0.03739894209971659,0.03739894209971659,0.0442962957099215,0.029003859829958182,0.028343080887482774
2007-05-31,0.02773694713442243,0.033844346062553134,0.038433562958454646,0.033844346062553134,0.0339197944927209,0.014777589942763939,0.015410168669810223
2007-06-29,0.012238137244023065,0.012238137244023065,0.012238137244023065,0.012238137244023065,-0.0146204006308274,-0.010642556586589559,-0.003103022258952838
2007-07-31,0.0017821275955111275,-0.011099522808570858,-0.011099522808570858,-0.011099522808570858,-0.0313108241891813,-0.009758824566765538,-0.004887310945099274
2007-08-31,0.022033739699191635,0.022033739699191635,-1.2471004081885103e-05,0.022033739699191635,0.0128328162285,0.01675173987469448,0.014746801415128838
2007-09-28,0.027793153264705373,0.07450983434468608,0.07450983434468608,0.07450983434468608,0.0387146956428403,0.02358186952690614,0.048419382472896906
2007-10-31,0.08320098393359113,0.08740252878402632,0.08320098393359113,0.08740252878402632,0.0135661272447376,0.012447217225847521,0.046514024806349245
2007-11-30,-0.035502436028454556,-0.035502436028454556,-0.07086206915221752,-0.035502436028454556,-0.0387321319534252,-0.007048612575686959,-0.02631158350844
2007-12-31,0.039402157594146114,0.039402157594146114,-0.005499999537646689,0.039402157594146114,-0.0112608777948196,-0.006554624357647359,-0.00019980852091133804
2008-01-31,0.05245056444752359,0.05245056444752359,0.041488421497235035,0.041488421497235035,-0.0604607347652869,-0.022852508972605698,-0.0311833191447209
2008-02-29,0.023315859065878013,0.016927165651829033,0.023315859065878013,0.023315859065878013,-0.0258425520498402,-0.0105485585969158,-0.004202126122314649
2008-03-31,-0.010017183571384489,-0.010017183571384489,-0.010017183571384489,-0.010017183571384489,-0.0089429698070765,-1.6175123794978825e-05,-0.006931112562012074
2008-04-30,-0.029436912483929895,-0.029436912483929895,-0.03163681385077192,-0.029436912483929895,0.0476627324776939,0.018927618347309536,0.028520859729662437
2008-05-30,-0.007214774896622477,-0.010132113346073657,0.018369538351718655,0.018369538351718655,0.015116267567276,0.001959730550379799,0.0160386476298558
2008-06-30,-0.08569464872740708,0.020165209795940532,-0.015375022381597988,-0.015375022381597988,-0.0835755000895542,-0.045561233436430794,-0.044048471174285
2008-07-31,-0.006992624288060446,0.002076665979069792,0.002076665979069792,-0.006992624288060446,-0.0089857539406953,-0.0025091675084157,-0.008123378884855799
2008-08-29,-0.012024109789079446,0.02030587576714534,-0.012575334433268042,-0.012575334433268042,0.0154535507217143,0.015378489021452781,-0.011270929079760026
2008-09-30,0.00514461926171693,-0.012869646963909189,0.00514461926171693,0.00514461926171693,-0.0941738850366523,-0.05706545055518422,-0.066768953061878
2008-10-31,-0.012350317951184756,-0.012350317951184756,-0.012350317951184756,-0.012350317951184756,-0.1651862683128196,-0.10256320263306011,-0.14777778914294615
2008-11-28,0.10235748889315238,0.10235748889315238,0.10235748889315238,0.10235748889315238,-0.0696064991037497,-0.01074862313199746,-0.014755105179019203
2008-12-31,0.08154983703118526,0.08154983703118526,0.08154983703118526,0.08154983703118526,0.0097959030657441,0.0265022916070683,0.06725716969036641
2009-01-30,-0.06968121903362337,-0.06968121903362337,-0.06968121903362337,-0.06968121903362337,-0.0821142530756886,-0.06481736994825729,-0.0682616875195075
2009-02-27,-0.002679969589224997,-0.009771876040909887,-0.009771876040909887,-0.009771876040909887,-0.1074489108779311,-0.06740878802855442,-0.05683846240877075
2009-03-31,0.01724661443958237,0.010572265868288692,0.035406768106361224,0.035406768106361224,0.0833107517653204,0.06324099013465896,0.0706038518468153
2009-04-30,-0.029177145083645897,-0.041588355826183185,-0.041588355826183185,-0.041588355826183185,0.0993464350313784,0.04862721251262987,0.06553482039755287
2009-05-29,0.08343156807418772,0.12042643905686815,0.018472534993073025,0.018472534993073025,0.0584528535727977,0.026762432431607613,0.057558679563003916
2009-06-30,-0.017871130248863186,0.008401572323688407,-0.04283179413321296,-0.019330124130375465,-0.0006544530382496,-0.0026209936125743596,-0.004971714440042987
2009-07-31,0.10471444667976026,0.09413492713307259,0.09413492713307259,0.05040341435185196,0.0746060097175407,0.048089930266603576,0.06239234619767997
2009-08-31,0.01892927449020157,0.01892927449020157,0.0037423187278463966,0.006519050075185894,0.0369393990176993,0.0252175714620647,0.017918597317530326
2009-09-30,0.03658575770985314,0.06579941697458311,0.0744463231171566,0.07203488267836297,0.0354567614970122,0.025771639511380118,0.04770724760398891
2009-10-30,-0.05116073313775475,-0.02913619758473934,-0.03204686054143059,0.011997316401125453,-0.0192253452327272,-0.012086916021530161,-0.020581596899262686
2009-11-30,0.09172739883155279,0.06932167288309606,0.056458825306799174,0.11060447269834095,0.061607153698914,0.045032702779018635,0.05427815751542211
2009-12-31,-0.03592675551054351,-0.03592675551054351,0.018253153261429067,0.04483853745091364,0.0191010925630776,-0.0061505484142570024,0.0013390206566405386
2010-01-29,-0.06929567863625329,-0.06929567863625329,-0.06228493373859233,-0.06929567863625329,-0.0363427982215408,-0.012324862920095079,-0.028569496252716386
2010-02-26,0.045462625200832274,0.04009745644706579,0.034371316380251496,0.034371316380251496,0.0311950584088267,0.020044574667240862,0.021882481975714983
2010-03-31,0.07958840995803695,0.07958840995803695,0.07958840995803695,0.07874083998118743,0.0608791279628895,0.03229957989844786,0.041216087139089475
2010-04-30,0.038856562307461026,0.038856562307461026,0.038856562307461026,0.031764511017996475,0.0154706118704766,0.015893907052465198,0.021694403820514203
2010-05-31,-0.07454213050069518,-0.07454213050069518,-0.021294905679081978,-0.08353629594842177,-0.0794548218904875,-0.035939994450129936,-0.040460123241194294
2010-06-30,0.041280318711572866,0.010629384440079218,-0.013143868584361597,-0.06764044307753579,-0.0517407460667016,-0.01885141080420908,-0.013940368030528824
2010-07-30,-0.029986045193458342,-0.029986045193458342,-0.029986045193458342,-0.029986045193458342,0.0683006490953062,0.04461899640854748,0.0477978649925136
2010-08-31,0.048918997295498465,-0.05320090070874398,0.032758202256711604,0.02592318195297994,-0.0449804653919393,-0.013564469903271656,-0.008313144477470925
2010-09-30,-0.007796787170293975,0.012192752673270852,-0.007796787170293975,0.012192752673270852,0.0895547244096748,0.05372090959088645,0.0731938055511682
2010-10-29,0.047661382110668886,0.007100920557840892,0.007100920557840892,0.04648453865223948,0.0382018873297882,0.02289274473604947,0.02541636898986699
2010-11-30,0.011095459340630236,-0.03838552240019017,0.0008423466114598679,0.011095459340630236,0.0,-0.0035930873514052,-0.006116049845108287
2010-12-31,0.061612860579516385,0.057937154266143154,-0.0061275870345726905,0.061612860579516385,0.0668523820648134,0.026387769930693604,0.03796046342447257
2011-01-31,0.013831820622343548,0.013831820622343548,-0.05194374037161763,-0.031206649347744607,0.0233003376340994,0.013895091307629599,-0.008050997944067287
2011-02-28,0.04325766681370369,0.0422939927058342,0.0332942208705838,0.0422939927058342,0.0347370489977763,0.02000863883307922,0.02890342074359444
2011-03-31,-0.0008540622880455779,0.008551278212402352,-0.013592013774481014,0.008551278212402352,0.0001200667220435,-0.0005462898289881,0.00932596047201851
2011-04-29,0.02789445380752711,0.027641309425307348,0.027641309425307348,0.06346485599509591,0.0289619639389229,0.0247423580208829,0.03736318154504722
2011-05-31,-0.017927227123985402,-0.014053005820084652,-0.014864641785291469,-0.017927227123985402,-0.0112150406121799,0.003293229926693741,-0.006429782760772562
2011-06-30,-0.023718924982468165,-0.0197722156710511,-0.021955949496789744,-0.018529832985193433,-0.0168696065157066,-0.01213963799712016,-0.016904123546193472
2011-07-29,0.035900335652694765,0.04045705778952724,-0.006276912469697875,-0.006276912469697875,-0.0200047679067167,0.0006752953188318197,0.011066579646305738
2011-08-31,0.07387201076185664,0.11021263153990127,0.039949304596753436,0.04892927881731367,-0.0549752410136221,-0.014379406485736056,-0.013592218365674286
2011-09-30,0.0052801174709602924,0.0052801174709602924,0.0052801174709602924,-0.019336777351447447,-0.0694209272950348,-0.032704262065545955,-0.058631777142485
2011-10-31,-0.019647242976222022,-0.019647242976222022,0.0095530372325686,0.0095530372325686,0.109146737759763,0.06034180008421507,0.07883560004790063
2011-11-30,-0.0018535042854925885,0.018303260039839737,0.018303260039839737,0.018303260039839737,-0.0040634833305774,-0.00011870266518735966,-0.004221548572267425
2011-12-30,0.015174682854846628,-0.03557511773758805,-0.03557511773758805,-0.03557511773758805,0.0104480526584307,0.01421967714884826,-0.013404846844598063
2012-01-31,0.017909180505488877,0.005391532907958605,0.005391532907958605,0.005391532907958605,0.0463746146436352,0.03127248056016288,0.060487069101984106
2012-02-29,0.04765826237474895,0.014545699314513274,-0.027626436174201928,-0.027626436174201928,0.043405435215494,0.021643990083228957,0.020953582783438788
2012-03-30,0.020113702498112004,0.039923666954407355,0.008350132946587704,-0.02982424163355038,0.0321641754335686,0.012933845952857279,0.0011424177202960881
2012-04-30,-0.013460832140305596,-0.013460832140305596,0.01242730019681856,0.01242730019681856,-0.006675823779249,0.00603101402153644,-4.54255439589395e-05
2012-05-31,-0.06474939705077895,-0.06474939705077895,-0.06474939705077895,0.04665268400851548,-0.0600555928405721,-0.02455518484625838,-0.044897547545821995
2012-06-29,-0.007758877394594244,0.008765844337514254,0.008765844337514254,-0.007758877394594244,0.0405810590703983,0.0226913285753267,0.0313404391594254
2012-07-31,0.020768468981849426,0.01099256732230693,-7.5984148950507605e-06,0.020768468981849426,0.0118296691996442,0.01270243062393248,0.008462813020885824
2012-08-31,-0.004467111440030054,-0.004467111440030054,0.014933453555039257,0.014933453555039257,0.0250525118274564,0.0145623242522368,0.022922886557515926
2012-09-28,0.01713374201422759,-0.00973061931493316,0.017799382303242916,-0.010190397337910318,0.0253507371985823,0.0138174321244447,0.02050759631184864
2012-10-31,-0.013232207855095317,-0.013167148719288367,-0.03396536554080403,-0.0373776887077489,-0.0181977740836337,-0.012502773973477339,-0.015541550442696311
2012-11-30,0.00994916428574212,0.00994916428574212,0.008065881172734024,0.008065881172734024,0.0056592877164198,0.007312144399526399,0.010541042384563337
2012-12-31,0.05559128954265946,0.05559128954265946,-0.013703814959736773,0.002748915563230895,0.0089345492776959,0.0015992813146517792,0.011718879930353037
2013-01-31,0.0172425821266075,0.0172425821266075,0.049358992803698105,0.0172425821266075,0.0511900570309125,0.025541426109153016,0.015599315590942388
2013-02-28,-0.002598602012417601,-0.002598602012417601,-0.002598602012417601,-0.0005233904074876256,0.0127589854579446,0.01218542671157428,-0.004579724000827674
2013-03-29,0.041976943094110715,0.02918858778467042,0.02918858778467042,0.041976943094110715,0.0379713492377049,0.023930196645044137,0.015729061666781598
